POI_NAME,POI_TYPE
Atchley Signs & Graphics,Retail
Division of Forestry,Government
Bauer Comfort,Retail
Cut N Blow Salon,Retail
Wok Wok Kitchen,Retail
Woodward Park Middle School,Education
Tansky Sawmill Toyota,Retail
3C State Liquor Strore,Retail
Samuel Ingwersen & Cadaafi Architect,Office
Stairway Solutions,Retail
Eagle Eye Lawn Service,Retail
Kurds Tire and Car Service,Retail
Retro Lounge,Retail
Columbus North International High School,Education
Bluestone Counseling,Medical
Franklinton Playhouse,Public Places
Fiesta Salons,Retail
Vadhi Ohio Family Dental,Medical
Ujamaa Book Store,Retail
Auto Max USA,Retail
Payless,Retail
Big Run Athethic Complex,Public Places
St. Matthew,Public Places
Tecks Barber Shop,Retail
Columbus Building and Zoning Services,Government
J & B Wine Shop,Retail
Hair & Stuff Beauty Supply,Retail
Creative Housing,Office
Construction Materials,Retail
Ride & Go Drive Thru,Retail
Diesel Pro,Retail
Avis Car Rental,Retail
Turkey Hill,Retail
Colvin's Complete Auto Care,Retail
Watkins Elementary School,Education
Creations Hair Design,Retail
India Grocers,Retail
Biological Science Building,Education
Hope Restoration & General Contracting,Office
Dublin Cleaners,Retail
Restaurant Equippers,Retail
Coach,Retail
Journeys Shoe Store,Retail
Hair Express,Retail
Columbus Bilingual Academy North,Education
Mugsys Lounge,Retail
Great Vapes,Retail
Jones Heel Manufacturing,Industrial
Unverferth House,Office
Campus Printing,Retail
WWCD 102.5,Office
Salvation Army,Office
Pierce & Son Grocery,Retail
Marathon,Retail
TekCollect,Office
National Auto Tools,Retail
Kenny Road Family Dental,Medical
Steven Cox Flowers,Retail
Integrity Moving,Office
Capital City Pet Grooming,Retail
Shell,Retail
Cluster Software,Retail
Wheels Unlimited,Retail
Millcraft Paper,Industrial
Dance Elite Performance Academy,Retail
St. Sophia Orthodox Cathedral,Public Places
Fujiyama Steak House of Japan,Retail
BP,Retail
United Dairy Farmers,Retail
Nordstrom,Retail
Lower Lights Christian Health Center,Medical
Global Youth Protection and Development,Office
On Paper,Retail
Bone Dry Waterroofing,Retail
FLOW Strength Gym,Retail
Switchbox,Office
JP's Barbeque Ribs and Chicken,Retail
High Fly Promotions,Office
Wendy's,Retail
"Columbus Humanities, Arts & Technology Academy",Education
Columbus Fire Dept Storage,Government
Kroger,Retail
Doubletree Suites by Hilton Hotel,Retail
Fifth Third Bank,Office
Patterson Trucking,Transportation
Sticks Auto,Retail
KinderCare,Education
Cardinal Container Corporation,Retail
Star Electric Sales,Retail
Watkins Printing Co,Retail
Alterations Expert,Retail
Macy's,Retail
Flying Pig Auto Wash,Retail
CVS,Retail
Bellacino's Pizza & Grinders,Retail
Ba Sho,Retail
K & T Auto Services,Retail
Ohio Dominican University,Education
Full Gospel Sons of God Church,Public Places
Red Roof Plus,Retail
North Kenny Veterinary Hospital,Medical
International Masonry,Office
Olive Garden,Retail
Verizon Wireless,Retail
NFI Distribution,Retail
Jimmy's Buckeye Lounge,Retail
D W Lift Sales,Retail
Life Medical Response Ambulance Service,Retail
Jill M. McClellan ,Medical
Amble Mart,Retail
Body by Sid Fitness Studio,Retail
Twist Lounge & Grill,Retail
Clintonville WIC Clinic,Medical
Hartig Industries,Industrial
The Archive Gallery,Retail
Aldo Shoes,Retail
Subway,Retail
Z,Retail
Elmer's Products,Office
NationServe of Columbus,Retail
Martina Metal Contracting,Office
Columbus Fire Station 30,Emergency Response
MAX The Salon,Retail
Our Play Station & Learning Center,Education
AEP Electric Substation,Industrial
T,Retail
Oakland Park Bar & Grill,Retail
Aerial Engineering State Government Office,Government
Alliance Data,Retail
Control,Industrial
Rent A Center,Retail
Alpine House,Group Quarters
Rock Bottom Motors,Retail
ABF Freight,Transportation
Circle K,Retail
Jared The Galleria of Jewelry,Retail
Golden Orthodontics,Medical
Sue Cavanaugh Art Gallery,Retail
Hello Gorgeous Beauty Salon,Retail
Oakwood Market,Retail
Quinci Emporium,Retail
Hughes Automotive Import Specialists,Retail
Townshend Hall,Education
Holy Ground Ministries,Public Places
Extra Space Storage,Retail
Hudson Import Automotive,Retail
J. Kim Martial Arts,Retail
Berwick Animal Clinic,Medical
Brickman Group,Retail
Urban Express,Transportation
Postle Dental Group,Medical
Dick's Den,Retail
Nature Stone,Office
US Post Office,Government
Maramor Chocolates,Retail
Cosmopolitan Enterprises,Transportation
Angela Meleca Gallery,Retail
Mango's Cafe,Retail
G&J Pepsi,Office
Coutright Laundromat,Retail
South Drive,Public Places
Fresh Cutz & Styles Barber,Retail
Lucky Dawgs,Retail
Lily Nails,Retail
Jiffy Lube,Retail
Columbus Christian Center,Public Places
Avida Physical Therapy,Medical
Pita Pit,Retail
New Beginnings Christian School and Daycare,Education
Canaan Temple Church,Public Places
Save,Retail
Sunoco,Retail
St Mary School,Education
Windstar Trucking Company,Transportation
Which Wich Superior Sandwiches,Retail
Dairy Queen,Retail
Forest Hills Center,Group Quarters
Swift Transportation,Transportation
9th Ave East Garage,Transportation
Lowe's,Retail
Tuffy Tire & Auto Service Center,Retail
KFC,Retail
Refugee Road Pump Station ST,Industrial
Crunch Gyms,Retail
Chick,Retail
Great Western Motors,Retail
Boyd's Tire & Service,Retail
Bishop Hartley High School,Education
Church Of Our Lady Of The Miraculous Medal,Public Places
Crossroads Recovery Services,Medical
Yohan Pizza,Retail
Under Aurora,Retail
First Merit Bank,Office
Central Transport,Transportation
US Post Office,Government
Happy Hour Sports Bar & Grill,Retail
Center of Vocational Alternatives,Medical
First Community Bank,Office
Interior Installations,Retail
Ohio Heart Group,Medical
Happy Feet Daycare,Education
Minuteman Press Printing,Retail
Village Discount Outlet,Retail
Boost Mobile,Retail
The Dog Works,Retail
Furniture Land Plus,Retail
Turkey Hill,Retail
Smoke & Talk,Retail
Buckeye Dollar,Retail
Morse Road Veterinary Clinic,Medical
Team Industrial Services,Retail
Woody Fox Bail Bonds,Retail
Worthington Martial Arts Institute,Retail
Capital Collision Services,Retail
Hej Auto Care,Retail
Poly,Retail
Storm Detention Basin DB,Industrial
Geo,Office
J & R Schugel Trucking,Transportation
A J Auto Services,Retail
ODNR ,Government
Five Below,Retail
Taco Bell,Retail
Dakshin Indian Bistro,Retail
Columbus Main Library,Public Places
Town Center,Office
Henderson Road Booster Station,Industrial
Physics Research Building,Education
Community Support Network,Medical
Clayspace Pottery,Retail
Mark A Pitts DDS,Medical
Dollar Tree,Retail
U,Retail
Danbury Senior Living,Group Quarters
Riepenhoff Landscape,Retail
North Linden Pharmacy,Retail
W.E. Davis Insurance Agency,Office
ABundant Faith Church of God,Public Places
Hale (Catfish Biffs) Lot,Transportation
Davis Middle School,Education
Northwest Vision Center,Medical
DePuy Paving,Retail
Go Sustainable Energy,Office
La Chaparrita,Retail
Subway,Retail
Scioto Urgent Care,Medical
Broadridge Financial Solutions,Office
Complete Construction Services,Retail
Reeb,Public Places
Faye's Beer & Wine,Retail
Gresso's,Retail
Short North Coffee House,Retail
Grandad's Pizza,Retail
Wilce Student Health Center,Medical
FUSIAN,Retail
Fun Services Rental,Retail
Memory Lane Record Store,Retail
Homewood Suites,Retail
Jerry Lippe Law,Office
HER Realtors,Office
Ange's Pizza,Retail
Draped 22,Retail
Beechcroft High School,Education
Sunlight Cleaning,Retail
Pastimes Pub & Grill,Retail
Edward Sims Corp,Office
Mccord Middle School,Education
Hearts and Hands Daycare,Education
Kaneshie Market,Retail
Alterations By Nina,Retail
Great Clips,Retail
Front Street Garage,Transportation
Spine & Sports Family Chiropractic Center,Medical
Jiffy Lube,Retail
Sunoco,Retail
Decorator's Choice Flooring and Remodeling,Retail
Native American Indian Center,Office
Bethel Olentangy Pediatric Dentistry and Orthodontics,Medical
Family Psychological Center,Medical
Cashland,Retail
Kirkland's,Retail
Church Of Pentecost,Public Places
Hamilton Road Booster Station,Industrial
Digital Cable & Comm South,Retail
Computer Express,Retail
Ohio Historical Society,Public Places
Applicant Parking,Transportation
Midwest Retina,Medical
Hanna Andersson,Retail
Labor Ready,Retail
Tyres International,Industrial
Cameron Mitchell Premier Events,Office
The Buckeye Room,Retail
Express Employment Professionals,Retail
Red Roof Inn,Retail
Mobil,Retail
Pure Luxe Nails,Retail
Maize Road Baptist Church,Public Places
God's Grace Auto,Retail
Lawhon & Associates,Office
Tuffy Tire & Auto Service Center,Retail
Joni and Friends Ohio,Office
Dr. Jed Kesler Family DDS,Medical
Morgan Southern,Retail
Goodwill,Retail
Jiffy Lube,Retail
Molina Healthcare of Ohio,Medical
AAA Appliances,Retail
Gather,Retail
Fifty Off Outlet,Retail
202 N. Grant Ave,Education
Gary's Auto Services,Retail
Pomante Contractors,Office
Eco Glass Designs,Retail
SP Images,Retail
Hamilton Tanks,Retail
Goo Goo Car Wash,Retail
Family Video,Retail
Cover to Cover Bookstore,Retail
EyeBrowz,Retail
Friar Motor Car,Retail
Dent Solutions,Retail
Extreme Treatment Auto Detailing,Retail
McLean Co,Retail
James Herriot Memorial Veterinary Hospital,Medical
Debby Wig & Fashions,Retail
Profiles of Faith,Public Places
Prezzo Construction Contractors,Office
All Nite Coin Laundry,Retail
Farber Corp,Office
Acorn Bookshop,Retail
The Oil Bar,Retail
Full Automotive,Retail
Cyrus Printing,Retail
G.G.C. Flooring & Wholesale Carpet,Retail
Midwest Roofing & Furnace,Retail
American Red Cross,Office
Xox Karaoke Bar,Retail
Autobody Supply Co,Retail
Facilities Management,Education
Clinton Elementary School,Education
So Much More Antique Store,Retail
Camelot Cellars,Retail
Cash for Gold,Retail
Wurst und Bier,Retail
E M Engineering Group,Office
The PEER Center,Medical
Buck,Retail
Big Lots Warehouse,Industrial
ABC'S Educare,Education
Mount Carmel West Medical Offices,Medical
Amie Kim ,Office
Open Arms Health System,Medical
Waffle House,Retail
Richey Tire & Service,Retail
Buckeye Ranch,Medical
Hampton Inn & Suites Columbus Easton,Retail
Guru Graphix,Office
Eastgate Assembly of God,Public Places
Rosas De Cristal,Retail
VFW Post 1598,Office
The City Dog,Retail
Columbus Sign,Retail
The Train Station,Retail
Knotty Pine Brewing,Retail
Philips Consumer Lifetime Support,Office
Ronald McDonald House,Group Quarters
Donatos Pizza,Retail
Polish Nail Spa,Retail
Redeemer's On Courtright,Public Places
Creative Beauty Salon,Retail
Illusion Nails,Retail
Staff Parking Garage,Transportation
Cardo's Pizza,Retail
Our Lady of Guadalupe Center,Office
Aim Attachments,Industrial
Woodys Used Cars,Retail
Obstetrics and Gynecology Services,Medical
Dick Cold Storage,Retail
Fresh Threads,Retail
McPherson Chemical Laboratory,Education
Tim Hortons,Retail
Columbus Distribution Center Napa,Industrial
Franklin Woods Intermediate School,Education
Kelly Jines & Steven Larson Attorney,Office
Wendy's Pampered Pets,Retail
Extreme Hair Nails & Tanning,Retail
Quintanilla's Auto Sales,Retail
Swan Cleaners,Retail
Monro Muffler,Retail
Franklin International,Industrial
Graeter's Ice Cream,Retail
Simon Auto Sales,Retail
Caffé Apropos,Retail
SE Stadium Lot,Transportation
Broadband Communications,Office
Stor All Self Storage,Retail
Zeta Beta Tau Nu Chapter,Group Quarters
Mai's Beauty Salon,Retail
Five Star Construction,Office
Kidz Nation,Education
MH Equipment,Industrial
Spiro's,Retail
OhioHealth Endoscopy Center,Medical
Service Packaging Center,Retail
Georgia Pacific Resins,Industrial
200 E Spring St Lot,Transportation
Loeb Electric,Retail
Alvis House,Office
Esponda Associates,Office
Easton Shoes,Retail
National Vision,Medical
Clintonville Family Dentistry,Medical
Easton Animal Clinic,Medical
Columbus Primitive Baptist Church,Public Places
Aquatic Ecology Laboratory,Education
Hannah's Child Care,Education
Apollo Oil,Retail
About Face Cosmetic,Retail
Pure Elegance Barber & Beauty,Retail
Capital City Appliance Service,Retail
Messer Construction,Office
Pacific Gaming,Retail
Anago Cleaning Systems,Retail
Gallagher & Dawsey Attorney,Office
Fortune Chinese Restaurant,Retail
Key Finishes,Office
Salon Lofts,Retail
Gap,Retail
NY Auto Repair & Towing,Retail
Uvonic,Retail
Terry's Dogroom,Retail
Signcom,Retail
Pizza Hut,Retail
Honest Speed Shop,Retail
US Post Office,Government
True Vine Ministries,Public Places
DealerTech Auto Service,Retail
Mount Carmel Employee Parking Lot H,Transportation
Commonhouse Ales,Retail
El Girasol Grocery Store,Retail
TOROS M.C.,Office
Papa John's Pizza,Retail
Family Affair Catering,Retail
AEP Electric Substation,Industrial
Houck House,Group Quarters
Community Mediation Services,Retail
First Church,Public Places
Hy,Industrial
Alexander Graham School,Education
Oilworks,Retail
Bottoms Up Bar and Grill,Retail
Berry's Plumbing,Retail
Fairfield Inn & Suites,Retail
Good Samaritan Baptist Church,Public Places
Walmart Supercenter,Retail
IMI International,Industrial
Finnigan's Beer & Wine,Retail
Westside Animal Clinic,Medical
American Isostatic Presses,Industrial
Mitch's Body Shop,Retail
Eclectiques,Retail
Arbor Counseling,Medical
Tolliver & Curl Paving,Retail
Premier Delivery Serives,Retail
Comfy Couch Co.,Retail
The Gutter Champ,Retail
Family Dollar,Retail
JETCOAT,Industrial
The Little Bar,Retail
Shalom House II,Office
Fire Shield,Retail
J. S. Brown & Co.,Office
Columbus Distributing,Retail
StitchWOW,Retail
Monitor,Education
Home Source,Medical
VFW Post 4044,Public Places
Tech,Retail
St James Tavern,Retail
Precious Heart Childcare Center,Education
Columbus Speaker Company,Retail
O'Charley's,Retail
Shell,Retail
St Agnes Headstart,Education
The Tarrier Steel Company,Industrial
Kaffenbarger Truck Equipment,Retail
Source One Auto Brokers,Retail
Bushman's Food Market,Retail
German Village Motor Car,Retail
TDS Custom Cabinets,Retail
White Castle,Retail
Decorative Concrete and Resurfacing,Retail
Performance Automotive,Retail
Hit House Recording Studio,Retail
Panera,Retail
Barcelona,Retail
First Baptist Church,Public Places
Truck Pro,Retail
Spacejunk Media,Office
Subway,Retail
Ohio Health Rehabilitation and Select Specialty Hospital,Medical
AK Wheels & Tires,Retail
Laborer's International Union,Office
Victoria's Secret,Retail
Plating Technology,Industrial
Greater Grace Temple Apostolic Original Holy Church of God,Public Places
Jet's Pizza,Retail
Raising Cane's,Retail
Electric Car Charging Station,Transportation
Esthetic Smile Dental Lab,Medical
O'Reilly Auto Parts,Retail
Ditch Witch,Retail
Oriental Massage & Relaxation Spa,Retail
University Hospital East,Medical
Moody Street Trains,Retail
FITPlus,Retail
Oz's Discount Muffler,Retail
Columbus Messenger,Retail
Ohio Orthopedic Center,Medical
L V Trucking,Transportation
Kirby Service Center,Retail
Jiffy Lube,Retail
Acquisitions For The Home,Retail
Red Robin,Retail
Ark,Retail
Bella Nails Spa,Retail
SmartFix,Retail
Judith Politi Interior Design,Office
Keener Sand & Clay,Industrial
Rikki Tikki Kiddie Camp,Education
Flint Carry Out,Retail
Village Cafe & Hookah,Retail
AllHustle Fitness,Retail
HUB Community Development Corporation,Office
Tee Jaye's Country Place,Retail
Innovative Audio,Retail
Subway,Retail
Hibachi Express,Retail
Fifth Third Bank,Office
Equitable Mortgage,Office
Nationwide Children's Primary Care Center,Medical
SpringHill Suites Columbus OSU,Retail
Cardtronics ATM,Office
Downtown Convenience,Retail
BP,Retail
Tara Hall Social Clubs,Public Places
Funtrail Vehicle Accessories,Retail
Boost Mobile,Retail
Extended Life Home Care,Medical
Hilliard City School District Central Office Administration,Education
